title,description,source,job_id,company,location,url,tags,posted_date,collection_domain,tag_query,unified_domain
Senior Software Engineer,"CentralReach is a leading provider of autism and IDD care software for Applied Behavior Analysis (ABA), multidisciplinary therapy, and special education. Trusted by more than 200,000 users, we enable therapy providers, educators, and employers to scale the way they deliver ABA and related therapies with innovative technology, market-leading industry expertise, and world-class customer satisfaction. CentralReach is the #1 provider of SaaS software solutions for autism and IDD care. Trusted by more than 500,000 users daily, we enable therapy providers, educators, and employers to scale the way they deliver Applied Behavior Analysis and related therapies with innovative technology, market-leading industry expertise, and world-class customer satisfaction. Please mention the word **OUTPERFORMS** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131578,CentralReach,Remote - US,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-centralreach-1131578,"[""senior"", ""software"", ""engineer"", ""saas"", ""healthcare"", ""medical""]",2026-05-13T16:01:55+00:00,computer_science,software,
Senior Software Engineer,"About Phaidra Phaidra is building the future of industrial automation. The world today is filled with static, monolithic infrastructure. Factories, power plants, buildings, etc. operate the same they've operated for decades — because the controls programming is hard-coded. Thousands of lines of rules and heuristics that define how the machines interact with each other. The result of all this hard-coding is that facilities are frozen in time, unable to adapt to their environment while their performance slowly degrades. Phaidra creates AI-powered control systems for the industrial sector, enabling industrial facilities to automatically learn and improve over time. Specifically: We use reinforcement learning algorithms to provide this intelligence, converting raw sensor data into high-value actions and decisions. We focus on industrial applications, which tend to be well-sensorized with measurable KPIs — perfect for reinforcement learning. We enable domain experts (our users) to configure the AI control systems (i.e. agents) without writing code. They define what they want their AI agents to do, and we do it for them. Our team has a track record of applying AI to some of the toughest problems. From achieving superhuman performance with DeepMind's AlphaGo, to reducing the energy required to cool Google's Data Centers by 40%, we deeply understand AI and how to apply it in production for massive impact. Phaidra's ability to achieve its mission is determined by our ability to work together — as defined by our core values: Transparency, Collaboration, Operational Excellence, Ownership, and Empathy. We seek individuals who embody these values, as they are instrumental i Please mention the word **ASTOUNDED** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131567,Phaidra,Remote - United States,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-phaidra-1131567,"[""senior"", ""engineer"", ""software"", ""ai"", ""machine learning"", ""artificial intelligence""]",2026-05-13T00:00:19+00:00,computer_science,software,computer_science
Technical Solutions Analyst,"At Varicent, we're not just transforming the Sales Performance Management (SPM) market—we're redefining how organizations achieve revenue success. Our cutting-edge SaaS solutions empower revenue leaders globally to design smarter go-to-market strategies, maximize seller performance, and unlock untapped potential. Varicent stands at the forefront of innovation, celebrated as a market leader in the 2025 Forrester Wave Report for SPM, 2023 Ventana Research Revenue Performance Management (RPM) Value Index, Gartner Peer Insights, 2024 Gartner SPM Market Guide, and G2. Our solutions are trusted by a diverse range of global industry leaders like T-Mobile, ServiceNow, Wawanesa Bank, Shaw Industries, Moody's, Stryker and hundreds more. Here's why you'll thrive at Varicent: Innovate with Purpose: Build impactful solutions for customers worldwide. Join Excellence: Work in a diverse, collaborative, and innovative team. Shape the Future: Lead in redefining revenue optimization. Please mention the word **HERO** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131557,Varicent,Merida,https://remoteOK.com/remote-jobs/remote-technical-solutions-analyst-varicent-1131557,"[""analyst"", ""saas"", ""sales"", ""software"", ""technical""]",2026-05-12T08:00:23+00:00,computer_science,software,
Senior Software Engineer I,"Join our mission to provide governments with exceptional experiences so they can do the same for their communities! What do we do?💥 We empower governments to deliver exceptional citizen experiences. Check out our 'About Us' page for a deep dive into our product and what makes us exceptional. As a Senior Software Engineer at Clariti, you'll work at the intersection of Salesforce, distributed SaaS architecture, and off-platform services. Our product is delivered as managed packages into customer orgs and supported by Java- and Node-based services, so this role goes beyond single-org Salesforce development. You'll help shape how we build, scale, and operate a multi-tenant product used across many customer environments. What you'll do 🚀 Architect and develop complex Salesforce solutions designed for managed packages and multi-org distribution Design systems that span Salesforce and off-platform services (Java, Node.js, APIs, event-driven integrations) Please mention the word **COURAGEOUSLY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131527,"Clariti Cloud, Inc.",Canada,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-i-clariti-cloud-inc-1131527,"[""senior"", ""engineer"", ""software"", ""java"", ""nodejs"", ""saas"", ""architecture"", ""api"", ""backend""]",2026-05-09T00:02:42+00:00,computer_science,software,computer_science
Senior Software Engineer,"Remote - We are hiring across multiple teams!As a Senior Software Engineer, you will have the opportunity to work on different key features of our product. We are currently hiring Senior Software Engineers for the following teams:– Workload Optimization – Automates work... Please mention the word **STURDY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131507,Cast AI,Remote,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-cast-ai-1131507,"[""senior"", ""software"", ""engineer""]",2026-05-07T12:00:02+00:00,computer_science,software,
Software Development Engineer Backend,"About HighLevel: HighLevel is an AI-powered business operating system that gives agencies, entrepreneurs and SMBs the infrastructure to build, automate and scale. Today, HighLevel supports SMBs across 150+ countries, fueling community-driven growth rooted in real customer outcomes. To date, businesses operating on HighLevel have generated over $7 billion in ecosystem value, demonstrating the impact of shared infrastructure at scale. By centralizing conversations, automation and intelligence into one system, we help businesses move faster, reduce complexity and execute efficiently. Behind the platform, HighLevel powers more than 4 billion API hits and 2.5 billion message events daily. With 250 terabytes of distributed data, 250+ microservices and over 1 million domain names supported, our architecture is built for performance, resilience and long-term scalability. Our people With over 2,000 team members across 10+ countries, HighLevel operates as a global, remote-first organization built for speed and ownership. We value initiative, clarity and execution, creating space for ambitious people to build systems that support millions of businesses worldwide. Here, innovation thrives, ideas are celebrated and people come first, no matter where they call home. Our impact Every month, HighLevel enables more than 1.5 billion messages, 200 million leads and 20 million conversations for the more than 1 million businesses we support. Behind those numbers are real people building independence, expanding opportunity and creating measurable impact. We're proud to be a part of that. Learn more about us on our YouTube Channel or Blog Posts &nbsp; About Role &nbsp; We are seeking an SDE-3 Backend Builder to own the CRM Opportunities product end-to-end. Opportunities is the deal and pipeline engine at the heart of our CRM — the system of record for every revenue motion our customers run, from lead conversion to closed-won. This role emphasises deep backend ownership: designing data models, APIs, and distributed workflows that power pipelines, stages, automations, reporting, and integrations at scale. You will operate with high autonomy, turning ambiguous problems into production systems, with enough frontend fluency to ship the occasional UI surface without waiting on anyone. &nbsp; \n What You'll Do Own the full lifecycle of Opportunities backend: translate business and customer needs into scalable, production-grade services Design and evolve the data model for pipelines, stages, deals, and associated entities — getting consistency, throughput, and query patterns right Build and scale APIs, event-driven workflows, and background jobs that handle high-volume writes, automations, and integrations Tackle distributed systems concerns: idempotency, eventual consistency, race conditions, hot tenants, and noisy-neighbor isolation Improve performance and reliability of large pipelines (millions of opportunities per workspace) through indexing, sharding, caching, and query optimization Ship end-to-end when needed — including UI changes in Vue — without blocking on cross-functional handoffs Instrument the system: logs, metrics, traces, and SLOs that make production behavior legible Drive incident response, postmortems, and the engineering hygiene that keeps a high-traffic product healthy What You'll need: 4+ years building and operating production backend systems at scale Strong fundamentals in data modeling (SQL and NoSQL), API design, and distributed systems Hands-on experience with Node.js or Go in production Track record of owning services end-to-end — design, build, deploy, on-call Comfort working independently in ambiguous problem spaces with high ownership Solid grasp of scalability, performance, and reliability trade-offs Experience building CRM, sales, pipeline, or workflow products Worked on multi-tenant SaaS at scale (sharding, tenant isolation, fair-use limits) Familiarity with event streaming (Kafka/Redis Streams), queues, and async processing Exposure to MongoDB, Postgres, ElasticSearch, ClickHouse, or similar at non-trivial scale Frontend fluency in Vue.js — enough to ship a feature without a frontend partner Strong product instincts and a portfolio or GitHub of shipped work What Success Looks Like Ships Opportunities features from idea to production with minimal cycle time Builds services that stay reliable as workspaces grow from thousands to millions of deals Makes sound trade-offs between speed, quality, and long-term maintainability Raises the bar on data correctness, API design, and operational excellence for the product Continuously sharpens the customer experience through iteration and instrumentation \n #LI-Remote&nbsp; EEO Statement: The company is an Equal Opportunity Employer. As an employer subject to affirmative action regulations, we invite you to voluntarily provide the following demographic information. This information is used solely for compliance with government recordkeeping, reporting, and other legal requirements. Providing this information is voluntary and refusal to do so will not affect your application status. This data will be kept separate from your application and will not be used in the hiring decision. We encourage you to review our Privacy Policy before submitting your application Please mention the word **ENHANCES** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131472,HighLevel,India,https://remoteOK.com/remote-jobs/remote-software-development-engineer-backend-highlevel-1131472,"[""backend"", ""senior"", ""engineer"", ""software"", ""engineering"", ""api"", ""architecture"", ""system""]",2026-05-05T16:01:11+00:00,computer_science,software,web_development
Software Engineer II,"Position Summary: The candidate will be responsible for the configuration and delivery of client-facing applications. The candidate may assist with support for the development of process enhancements under the guidance of the Sr. Software Engineer and the Manager, Technical Operations. Responsibilities will also include day-to-day maintenance of the health care application systems in operation, including tasks related to identifying and troubleshooting application issues and issues resolution or escalation, root cause analysis, manage communication and client relationship management in partnership with Infrastructure Service Support team members. Essential functions of the job include but are not limited to: Configure client-facing applications exactly as per requirements gathered by engagement teams and follow the Medical, Legal, Regulatory (MLR) guidelines in this process. Update client-facing applications exactly as per requirements gathered by engagement teams and follow the Medical, Legal, Regulatory (MLR) guidelines in this process. Represents the Application Operations / Development team on all active projects. Participates in the daily application operations / development stand-up meetings. Follows established procedures for change management across applications where changes are necessary. Documents and maintains the application operations / development standard operating procedures. Creates WIKI articles for common processes that are repeated and can be shared with others. Coordinate with Application Development Team to successfully deploy software releases in both User Acceptance Testing and Production environments. Setup environments for all new implementations. Configure Single Sign On integrations for client builds. Support the development of product unit tests that will be used for future application regression testing. Measures application development key performance indicators, for example: bug den Please mention the word **FORESIGHT** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131470,Precision AQ,India,https://remoteOK.com/remote-jobs/remote-software-engineer-ii-precision-aq-1131470,"[""engineer"", ""software"", ""healthcare"", ""medical"", ""support"", ""testing"", ""ops"", ""operational""]",2026-05-05T16:00:36+00:00,computer_science,software,data_science
Outside Sales Consultant Account Executive,"Company Overview: Everything we do is for educators. We're partnering with them to advance a bold vision for education that boosts district performance and student success. At Follett Software, we empower educators across roles with technology that streamlines processes and manages information and resources to improve their schools, increase student success, and drive the future of education. We believe that by empowering educators to amplify their impact on students' lives, we can change the world. Our goal and mission is to drive the future of education. We are inspired by educators to deliver transformative technology. Our innovative, connected solutions simplify challenges and offer a seamless and intuitive experience. POSITION SUMMARY We are in search of an Outside Sales Representative to expand our market presence in North America, specifically in CT, DC, MA, MD, NC ,and VA. Working face to face and virtually, your primary focus will be to establish and maintain relationships with customers including district/state Superintendents, Chief Technology officers, Library Directors, Directors of Curriculum and Instruction, business officials and other district administrators and staff. Please mention the word **ENRAPTURE** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131460,"Follett Software, LLC",Remote,https://remoteOK.com/remote-jobs/remote-outside-sales-consultant-account-executive-follett-software-llc-1131460,"[""sales"", ""education"", ""software"", ""consult"", ""consulting""]",2026-05-05T00:00:41+00:00,computer_science,software,
Senior Software Developer Burnaby,"Who we are: Geotab ® is a global leader in IoT and connected transportation and certified ""Great Place to WorkTM."" We are a company of diverse and talented individuals who work together to help businesses grow and succeed, and increase the safety and sustainability of our communities. &nbsp; Geotab is advancing security, connecting commercial vehicles to the internet and providing web-based analytics to help customers better manage their fleets. Geotab's open platform and Geotab Marketplace ®, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by integrating vehicle data with their other data assets. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of fuel consumption, enhance driver safety and achieve strong compliance to regulatory changes. &nbsp; Our team is growing and we're looking for people who follow their passion, think differently and want to make an impact. Ours is a fast paced, ever changing environment. Geotabbers accept that challenge and are willing to take on new tasks and activities - ones that may not always be described in the initial job description. Join us for a fulfilling career with opportunities to innovate, great benefits, an Please mention the word **LUCKINESS** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131407,Geotab,Burnaby,https://remoteOK.com/remote-jobs/remote-senior-software-developer-burnaby-geotab-1131407,"[""senior"", ""software"", ""dev"", ""engineer"", ""machine learning"", ""analytics""]",2026-05-01T00:00:26+00:00,computer_science,software,computer_science
TEST JOB,"A little about us...Fleetio is a modern software platform that helps thousands of organizations worldwide manage their fleet operations. Transportation technology is a hot market, and we're leading the charge with raving fans and new customers signing up every day. We raised $450M in our Series D funding round in March of 2025 and are on an exciting trajectory as a company. Fleetio is also a proud founding member of the Rails Foundation! More about our team and company: - Fleetio overview video: https://www.youtube.com/watch?v=YoXyXTFWbkg - Our careers page: https://www.fleetio.com/careers TEST Benefits - Multiple health/dental coverage options (100% coverage for employee, 50% for family) - Vision insurance - Incentive stock options - 401(k) match of 4% - PTO - 4 weeks (increases at year two!) - 12 company holidays + 2 floating holidays - Parental leave - birthing parent (16 weeks paid) non-b Please mention the word **PROS** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131302,Fleetio,"Remote - USA, CAN, MEX",https://remoteOK.com/remote-jobs/remote-test-job-fleetio-1131302,"[""rails"", ""saas"", ""software"", ""engineering""]",2026-04-24T00:00:52+00:00,computer_science,software,
Senior Security Engineer,"About Bridgewater&nbsp; Bridgewater Associates is a premier asset management firm, focused on delivering unique insight and&nbsp;partnership&nbsp;for the most sophisticated global institutional investors.&nbsp; Our investment process is driven by a tireless pursuit to understand how the world's markets and economies work — using&nbsp;cutting edge&nbsp;technology to&nbsp;validate&nbsp;and&nbsp;execute on&nbsp;timeless and universal investment principles.&nbsp; Founded in 1975, we are a community of independent thinkers who share a commitment for excellence. By fostering a culture of openness, transparency, and inclusion, we strive to unlock the most complex questions in investment strategy, management, and corporate culture.&nbsp; Explore more information about Bridgewater on our website&nbsp; here .&nbsp; Our Culture&nbsp; Bridgewater's unique success is the direct result of our unique way of being. We want an&nbsp;idea&nbsp;meritocracy in which meaningful work and meaningful relationships are pursued through radical truth and radical transparency. We require people to be extremely open, air disagreements, test each other's logic, and view discovering mistakes and weaknesses as a good thing that leads to improvement and innovation. It is by continually striving together for the highest levels of truth and excellence that we create meaningful work and meaningful relationships. Within this culture, Diversity and Inclusion is a top priority because it is essential to finding the best talent in the world, enabling our&nbsp;idea&nbsp;meritocracy, and creating an environment where all types of people can thrive. We have a full-time team as well as affinity networks that work on these issues - If you would like to learn more, please let your Bridgewater recruiter know.&nbsp;&nbsp; Explore more information about Bridgewater's culture on our website&nbsp; here .&nbsp; About the Department The Security Department's mission is to protect Bridgewater.&nbsp;We constantly evolve our cyber, physical, and staff security practices to meet business needs and stay ahead of the changing threat landscape . &nbsp; About the Role Our Engineering organization is seeking a Senior Security Engineer who thrives at the intersection of security, software engineering, and automation. This role focuses on building secure-by-default platforms that enable fast, reliable, and safe software delivery at scale. You will play a key role in securing CI/CD pipelines, cloud infrastructure, and developer workflows, while partnering closely with DevOps, platform, and application teams to embed security controls directly into code and tooling. This is a highly collaborative, high-impact role where strong technical execution, sound judgment, and the ability to influence within and across teams are critical. As a Senior Security Engineer, you will contribute to securi Please mention the word **RECTIFICATION** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131280,Bridgewater Associates,Remote,https://remoteOK.com/remote-jobs/remote-senior-security-engineer-bridgewater-associates-1131280,"[""senior"", ""security"", ""engineer"", ""devops"", ""cloud"", ""software""]",2026-04-23T00:00:46+00:00,computer_science,software,computer_science
Frontend Engineer,"Frontend Software Engineer The award-winning global tech nonprofit CareerVillage.org is at an exciting moment: we're rapidly growing, expanding our service offerings, and looking to grow our team with a full-time Frontend Software Engineer. If you're mission-driven, passionate about developing socially impactful technology, and have a personal understanding of the challenges our learners face, we'd love to hear from you! About CareerVillage.org CareerVillage.org is dedicated to democratizing access to career information and advice for underrepresented people. As an Engineer at CareerVillage.org, you'll be helping build the technology to execute on our mission reliably and at scale. You'll be contributing to two products: (1) our flagship crowdsourcing platform , which supports millions of learners, over 150,000 professionals, and thousands of teachers who have joined our movement and (2) our new product, Coach , an AI Career Coach (read about it in Fast Company and Forbes ).&nbsp; What you'll do Write code using modern web technologies with a special focus on accessibility and responsiveness to build interfaces that are intuitive, polished, and provide a great user experience. Collaborate with product designers, product managers, and backend engineers to shape the design, experience, and functionality of our products. Draft documentation outlining technical approaches to complex problems and discuss their merits with colleagues to align on the best solution.&nbsp; Review code from team members, considering readability, maintainability, performance, Please mention the word **BENEVOLENCE** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131277,CareerVillage.org,"Remote, United States",https://remoteOK.com/remote-jobs/remote-frontend-engineer-careervillage-org-1131277,"[""front end"", ""engineer"", ""full time"", ""javascript"", ""software"", ""web""]",2026-04-23T00:00:16+00:00,computer_science,software,design
Senior Software Engineer Payments & Monetization,"About Mighty Networks Mighty Networks is a pioneering community platform that's delivered $500M in community earnings to our customers in the past year. Tens of thousands of creators, including Tony Robbins, Marie Forleo, and Dr. Mark Hyman choose Mighty to bring people together with private or paid communities, courses, and events, so that they can generate real outcomes for their members. Between beautiful, award-winning native mobile apps, a breakthrough formula for community building we call Community DesignTM, and 84% member-led engagement, Mighty Networks stands apart. &nbsp; The Role We're looking for a full-stack engineer who thrives on fast iteration, real-world impact, and collaborative problem-solving. This role is focused on payments and monetization, building the systems behind checkout, subscriptions, plans, and the infrastructure that drives transaction revenue across the platform. You'll work across the stack, from backend systems that power billing and subscriptions to frontend experiences that drive conversion. The work you ship will directly impact Gross Transaction Volume. You'll be part of a small, high-impact team that values speed, ownership, and getting real products into the hands of users quickly. We move fast, use AI to accelerate our workflow, and ship to production continuously. &nbsp; Responsibilities Own full features across payments and monetization, from definition through deployment Build and improve systems for checkout, subscriptions, billing, and plan management Work across backend and frontend to deliver a seamless purchasing experience&nbsp; Integrate and evolve third-party Please mention the word **SAGELY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131254,Mighty Networks,Remote,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-payments-monetization-mighty-networks-1131254,"[""senior"", ""software"", ""engineer"", ""full stack"", ""backend"", ""front end""]",2026-04-22T00:00:38+00:00,computer_science,software,
Software Engineer Android,"Superhuman offers a full-time dynamic hybrid working model for this role. This flexible approach gives team members the best of both worlds: plenty of focus time along with in-person collaboration that helps foster trust, innovation, and a strong team culture. About Superhuman Grammarly is now part of Superhuman, the AI productivity platform on a mission to unlock the superhuman potential in everyone. The Superhuman suite of apps and agents brings AI wherever people work, integrating with over 1 million applications and websites. The company's products include Grammarly's writing assistance, Coda's collaborative workspaces, Mail's inbox management, and Go, the proactive AI assistant that understands context and delivers help automatically. Founded in 2009, Superhuman empowers over 40 million people, 50,000 organizations, and 3,000 educational institutions worldwide to eliminate busywork and focus on what matters. Learn more at superhuman.com and about our values here . The Opportunity To achieve our ambitious goals, we're looking for an Android Engineer to join our Mobile Team. In this role, you will have the opportunity to build new features and capabilities that elevate the Superhuman Android experience to a world-class standard. Superhuman's engineers and researchers have the freedom to innovate and uncover breakthroughs—and, in turn, influence our product roadmap. The complexity of our technical challenges is growing rapidly as we scale our interfaces, algorithms, and infrastructure. You can hear more from our team on our technical blog . Writing effectively on mobile devices remains challenging, especially in professional settings. The Superhuman AI Writing Assistant was created to make effective and mistake-free writing accessible on mobile. Since its launch in 2023, the writing assistant has gained significant traction, with users interacting with it over seventy times daily. Creating a seamless writing assistant experience presents unique challenges—there is no room for delays or glitches in a product that people rely on for instant responses. As an Android Engineer on our team, you will: Collaborate closely with Product, Design, and Machine Learning teams to bring new ideas from concept to production. Contribute to the evolving architecture of our mobile products, ensuring exceptional responsiveness and performance, even in resource-constrained environments. Diagnose performance bottlenecks, identify bugs, and drive improvements to deliver a delightful user experience. Tackle real-world communication challenges our users face daily, significantly enhancing how people communicate on mobile devices. Qualifications Has 3+ years of relevant experience in designing, developing, and maintaining features for apps published in the Google Play Store. Experience with owning and leading projects and/or a small team of engineers. Has strong experience in Kotlin. Is well-versed in modern Android development patterns, such as MVVM. Has solid experience with the Android SDK and commonly used Jetpack libraries. Strong knowledge of Android UI design principles, patterns, best practices and building custom UI elements. Is skilled in multithreading and optimizing memory and performance for Android. Has experience with Kotlin Coroutines and Flow. Is proficient in writing and maintaining unit tests and instrumentation tests to ensure high-quality releases. Has experience integrating and consuming RESTful APIs. Has experience with Mobile CI/CD systems, including automating builds, testing, and deployment processes. Has a demonstrated ability to work independently with minimal guidance, proactively manages tasks and priorities across multiple projects, analyzes and executes work efficiently, collaborates effectively with cross-functional teams, and thrives in fast-paced, results-driven environments. Nice to Have Experience with Jetpack Compose. Experience with Websockets Experience with Android Accessibility Service Support for you, professionally and personally Professional growth: We believe that autonomy and trust are key to empowering our team members to do their best, most innovative work in a way that aligns with their interests, talents, and well-being. We also support professional development and advancement with training, coaching, and regular feedback. A connected team: Superhuman builds a product that helps people connect, and we apply this mindset to our own team. Our remote-first hybrid model enables a highly collaborative culture. We work to foster belonging among team members in a variety of ways. This includes our employee resource groups, Superhuman Circles, which promote connection among those with shared identities including BIPOC and LGBTQIA+ team members, women, and parents. We also celebrate our colleagues and accomplishments with global, local, and team-specific programs. Comprehensive benefits for candidates based in Germany: Superhuman offers all team members competitive pay along with a benefits package encompassing life care (including mental health care and risk benefits) and ample and defined time off. We also offer support to set up a home office, wellness and pet care stipends, learning and development opportunities, and more. Relocation Support: Superhuman provides comprehensive relocation support to make your move to Berlin seamless. Our package includes visa assistance, destination services to help you and your family settle in comfortably, and a relocation bonus to cover additional expenses, such as housing. We encourage you to apply At Superhuman, we value our differences, and we encourage all to apply. Superhuman is an equal-opportunity company. We do not discriminate on the basis of race or ethnic origin, religion or belief, gender, disability, sexual identity, or age. For more details about the personal data Superhuman collects during the recruitment process, for what purposes, and how you can address your rights, please see the Superhuman Data Privacy Notice for Candidates here . Please mention the word **SENSIBLE** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1131226,Superhuman,Berlin,https://remoteOK.com/remote-jobs/remote-software-engineer-android-superhuman-1131226,"[""android"", ""engineer"", ""mobile"", ""full time"", ""senior"", ""software""]",2026-04-20T16:00:36+00:00,computer_science,software,design
