title,description,source,job_id,company,location,url,posted_date,keyword_query,collection_domain,unified_domain
Dealer Risk Management Analyst,"Are you passionate about financial markets, data analysis, and protecting investors? The Risk Supervised Broker-Dealer Program (RSBD) in the Division of Trading and Markets (TM) is looking for a motivated and detail-oriented early-career Financial Analyst (Dealer Risk Management Analyst) to join our team. This is your opportunity to build a meaningful career at one of the most respected financial regulatory agencies in the world.",usajobs,26-DE-13006184-SMP,Securities and Exchange Commission,Multiple Locations,https://www.usajobs.gov:443/job/876785400,2026-07-16T09:57:40.9930,data analyst,data_science,data_science
Program Analyst,"This position is located in the Veteran Benefits Administration (VBA) Office of Performance Analysis and Integrity (PA&I). The Advanced Analytics Staff's mission is to provide analytical services, statistical analysis, and data products that support VBA's delivery of high-quality, timely benefits and services. The program analyst will specialize in statistical analysis for workload forecasting or evidence-based evaluation and perform data extractions to develop analytical datasets.",usajobs,101-PAI-13003345-27-JR-NBU,Veterans Benefits Administration,"Washington, District of Columbia",https://www.usajobs.gov:443/job/876840400,2026-07-16T12:39:18.3100,data analyst,data_science,business
Supervisory Budget Analyst,"The position is at the full performance level and is in the Department of Veterans Affairs in the Finance Service line. The primary purpose of the Supervisory Budget Analyst is to manage the formulation, preparation, justification, and execution of the budget. The incumbent serves as the subject-matter expert for matters relating to the budget process, fund control point management, funds analysis, data trending, costing of transactions, financial reporting, and generation of salary projections.",usajobs,CBSX-13004746-26-JL,Veterans Health Administration,"San Diego, California",https://www.usajobs.gov:443/job/876336800,2026-07-13T16:14:47.5770,data analyst,data_science,
Program Analyst,"The Program Analyst is aligned under the Managerial Cost Accounting (MCA) Site Manager for the site(s) either in Vancouver, WA or Rosburg, OR. Applicant will be a member of the MCA Site team responsible for the maintenance of Decision Support System (DSS) database for the site(s). MCA is an executive information program that directly impacts patient management by providing data on patterns of care and patient outcomes to VA clinical and administrative managers.",usajobs,CBSV-13004421-26-SW,Veterans Health Administration,Multiple Locations,https://www.usajobs.gov:443/job/876583000,2026-07-15T09:32:03.3470,data analyst,data_science,
Investigative Analyst,"These positions are available throughout various USMS Districts in the Continental US (CONUS). The selectee of this position serves as an Investigative Analyst. You will be responsible for collecting and analyzing a variety of intelligence data, and processing, tracking and inputting warrants into the National Crime Information Center (NCIC) database. Duty location will be determined at the time of selection. Pay will be determined based on duty location.",usajobs,ST-12930910-26-DH,U.S. Marshals Service,Multiple Locations,https://www.usajobs.gov:443/job/864975100,2026-04-14T00:00:00.0000,data analyst,data_science,
MANAGEMENT ANALYST (TITLE 5),"THIS IS A NATIONAL GUARD TITLE 5 ?EXCEPTED SERVICE POSITION. This National Guard position is for a MANAGEMENT ANALYST (TITLE 5), Position Description Number T5645000 and is part of the FL 125th FW, National Guard.",usajobs,FL-12999670-AF-T5-26-731,Air National Guard Units,"Jacksonville, Florida",https://www.usajobs.gov:443/job/875851800,2026-07-09T08:55:00.0800,data analyst,data_science,
Operations Research Analyst (Recent Grad),"This position is part of the Bonneville Power Administration, Department of Energy (BPA). Power Student Development (PD) organization within Power Services (P). As a Operations Research Analyst (Recent Grad), you will serve as an operations research analyst responsible for planning, coordinating, and executing studies of marked difficulty and responsibility in support of the functions of the organization.",usajobs,26-BPA-51510-13000574-RG,Bonneville Power Administration,"Portland, Oregon",https://www.usajobs.gov:443/job/876412200,2026-07-14T10:50:10.5430,data analyst,data_science,
Budget Analyst,"View Common Definitions of terms found in this announcement. Organizational Location: These positions are located in the Department of Homeland Security, U.S. Immigration and Customs Enforcement, in Washington, District of Columbia. These non-bargaining unit positions. Note: One or more positions may be filled using this vacancy announcement. Applying to this announcement certifies that you give permission for DHS to share your application with others in DHS for similar positions.",usajobs,DHA-CFO-12997884-2026-CLM,Immigration and Customs Enforcement,"Washington, District of Columbia",https://www.usajobs.gov:443/job/876844300,2026-07-17T00:00:00.0000,data analyst,data_science,
PREVENTION ANALYST-DIRECT HIRE AUTHORITY,"Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information. The primary purpose of this position is to serve as the Prevention Analyst at an Air Force/Space Force installation. Under the direction of the Integrated Prevention Chief, the Prevention Analyst leads collection, analysis, interpretation, and visual implementation of data for the installation Integrated Resilience Office.",usajobs,AFMC-010103-12943084-MCP,Air Force Materiel Command,"Wright-Patterson AFB, Ohio",https://www.usajobs.gov:443/job/866082700,2026-04-21T14:31:59.2400,data analyst,data_science,
Management and Program Analyst,"This position is located in the Office of Finance, Budget, and Acquisitions which is responsible for providing executive direction, leadership, coordination, and guidance for the overall day-to-day administrative operations to ensure the timely and effective implementation and high quality delivery of services across the Food and Drug Administration, its Directorates, and Centers.",usajobs,FDA-OO-26-IMP-13007014-DL,Food and Drug Administration,"Silver Spring, Maryland",https://www.usajobs.gov:443/job/876892100,2026-07-17T00:00:00.0000,data analyst,data_science,business
Financial Analyst (Early Career - Finance),"As a Financial Analyst, Financial Technician, or early-career professional in a similar role, you contribute to financial management work that helps agencies plan, track, analyze, and manage resources. Your work may include financial planning and analysis, budget support, financial data review, ensuring compliance, reporting, customer service, and process improvements.",usajobs,CGA-DHA-12950509-26-CL,Office of Personnel Management,Location Negotiable After Selection,https://www.usajobs.gov:443/job/871949900,2026-06-05T00:00:00.0000,data analyst,data_science,cybersecurity
Geospatial Analyst (Hiring Event),"Geospatial Analysts create, analyze, and interpret spatial data to support U.S. military and policymaker interests. They apply knowledge of geographic information science and technology, statistics, spatial thinking, remote sensing, intelligence issues, and the social and physical sciences to characterize events, discover relationships and trends, and produce geospatial intelligence. These analyst",usajobs,20260223,National Geospatial-Intelligence Agency,"Springfield, Virginia",https://www.usajobs.gov:443/job/876033400,2026-07-13T00:00:00.0000,data analyst,data_science,data_science
Veterinary Medical Officer (Strategic Planning Analyst),"The Strategic Planning Analyst serves as a Veterinary Medical Officer and technical authority integrating veterinary medicine, animal welfare science, and advanced data analytics to strengthen regulatory oversight, including compliance assurance, enforcement effectiveness, emergency response outcomes, and program performance. The position is located in the Office of the Deputy Administrator of Animal Care (AC).",usajobs,DH-13007017-26-ACH,Animal and Plant Health Inspection Service,Multiple Locations,https://www.usajobs.gov:443/job/876638100,2026-07-16T00:00:00.0000,data analyst,data_science,cybersecurity
Supervisory Management & Program Analyst (AMO),"This position is in Veterans Benefits Administration, in Education Service (EDU). EDU has department-wide responsibility administering VA's education programs that provide education and training benefits to eligible Active Duty, National Guard, and Reserve Servicemembers, Veterans, and dependents. EDU assists to cover the cost of furthering education and skills through benefits for tuition, housing, training, and other expenses related to education.",usajobs,101-EDU-13007389-26-LC-NBU,Veterans Benefits Administration,Multiple Locations,https://www.usajobs.gov:443/job/876699700,2026-07-17T09:55:06.7400,data analyst,data_science,
Program Analyst (Core HCM Product Manager),"As a Program Analyst with the U.S. Office of Personnel Management, Human Resources Solutions, Workforce Standards and Data Center, Core HCM Program, you will lead product management activities for a government-wide human capital management platform by developing product strategy, managing product roadmaps and backlogs, conducting user research, and collaborating with stakeholders to deliver technology solutions that support Federal agencies.",usajobs,26-ELS-13006229-ST,Office of Personnel Management,Multiple Locations,https://www.usajobs.gov:443/job/876952900,2026-07-17T07:22:11.2330,data analyst,data_science,business
OPERATIONS RESEARCH ANALYST-DIRECT HIRE AUTHORITY,"Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information. The primary purpose of this position is to serve as an Operations Research Analyst performing professional and scientific work requiring systematic, critical, intensive investigation into a subject in order to develop the principles, criteria, methods, and data to be used in support of projects or problem solving studies.",usajobs,AFMC-151503-12974747-LRN,Air Force Materiel Command,"Wright-Patterson AFB, Ohio",https://www.usajobs.gov:443/job/871229900,2026-06-01T00:00:00.0000,data analyst,data_science,
IT SPECIALIST (SYSADMIN),"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a IT SPECIALIST (SYSADMIN), Position Description Number D1650P01 and is part of the KS 184 Wing, Kansas Air National Guard.",usajobs,KS-13002862-AF-26-172,Air National Guard Units,"McConnell AFB, Kansas",https://www.usajobs.gov:443/job/876289800,2026-07-13T13:09:50.8530,data analyst,data_science,
Trade and Industry Analyst,"This vacancy is for a Trade and Industry Analyst in the Foreign Technology Analysis Division (FTA), Office of Technology Evaluation (OTE), Office of the Assistant Secretary for Export Administration (EA), Bureau of Industry and Security (BIS) within the Department of Commerce.",usajobs,BIS-OASEA-DHA-26-13007806,Bureau of Industry and Security,"Washington, District of Columbia",https://www.usajobs.gov:443/job/876841800,2026-07-16T12:44:32.7600,data analyst,data_science,
County Executive Director,"This is a County Executive Director position, located in Sweetwater County Farm Service Agency in Rock Springs, Wyoming. This is a shared management operation with Uinta County in Lyman, Wyoming. Travel will be required. This position is employed by the local Farm Service Agency (FSA) committee(s).",usajobs,FSACO-13007997-26-WY-HA,Farm Service Agency,"Rock Springs, Wyoming",https://www.usajobs.gov:443/job/876815900,2026-07-17T00:00:00.0000,data analyst,data_science,
Senior Aviation Accident Analyst,"This position is located in the Office of Aviation Safety, Regional Offices. Offices include Headquarters (HQ) in Washington, DC, Western Pacific Regional (WPR) in Federal Way, WA, and Alaska Regional (ARC) in Anchorage, Alaska. Senior Aviation Accident Analyst review and ensure that all aviation accident investigation briefs submitted for public release are in compliance with most current policy and standard operating procedures for content and quality.",usajobs,AS-12998957-26-SL,National Transportation Safety Board,Multiple Locations,https://www.usajobs.gov:443/job/875685500,2026-07-08T10:25:18.5730,data analyst,data_science,cybersecurity
PROGRAM ANALYST -Title 32,"This National Guard position is for a PROGRAM ANALYST -Title 32, Position Description Number D1038000 and is part of the WI JFHQ G3, Wisconsin Army National Guard.",usajobs,WI-13005818-Army-26-288,Army National Guard Units,"Madison, Wisconsin",https://www.usajobs.gov:443/job/876577500,2026-07-15T09:38:48.6630,data analyst,data_science,
Program Analyst,"This position is with the U. S. Department of Labor, Occupational Safety and Health Administration (OSHA) within the Directorate of Cooperative and State Programs (DCSP), located in Washington, D.C. This position is at the full performance level. This position is inside the bargaining unit. This position is NOT remote. Selectee will be expected to report to the office listed above.",usajobs,MS-26-BOS-OSHA-13000163-JSE,Occupational Safety and Health Administration,"Washington, District of Columbia",https://www.usajobs.gov:443/job/876311500,2026-07-14T00:00:00.0000,data analyst,data_science,
Management Analyst (Metrics and Workforce Management Analyst),Reemployed annuitant: This vacancy does not meet the criteria for appointment of annuitants.,usajobs,DCAA-26-HQ-13004334,Defense Contract Audit Agency,Multiple Locations,https://www.usajobs.gov:443/job/876573400,2026-07-15T08:59:12.4700,data analyst,data_science,
Agriculturist,"You will serve as an Agriculturist supporting the analysis of the New World Screwworm (NWS) outbreak and response. You will provide senior-level guidance on the impact of different response strategies by analyzing case, environmental, and operational data.",usajobs,MP-13010576-26-OAH,Animal and Plant Health Inspection Service,Location Negotiable After Selection,https://www.usajobs.gov:443/job/876958500,2026-07-17T07:54:53.4270,data analyst,data_science,
INTERDISCIPLINARY GENERAL ENGINEER/OPERATIONS RESEARCH ANALYST,"This is a public notice flyer to notify interested applicants of anticipated vacancies through the Certain Personnel/Modified Direct Hiring Authority. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",usajobs,DE-12933161-26-TDB,Immediate Office of the Chief of Naval Operations,"Naval Base, Norfolk, Virginia",https://www.usajobs.gov:443/job/865002200,2026-04-14T00:00:00.0000,data analyst,data_science,
Supervisory Program Analyst - Health Care Contract Management,"This Supervisory Program Analyst position will serve as a Regional Officer within their respective business line for the Contracts Management (CM) Directorate of Integrated External Networks (IEN), providing the full range of technical and administrative supervision in directing a contract administration branch. This position can be located in either Lakewood, CO or Washington, DC.",usajobs,CARZ-13007795-26-BWS,Veterans Health Administration,Multiple Locations,https://www.usajobs.gov:443/job/876754000,2026-07-16T07:35:40.6970,data analyst,data_science,
Management and Program Analyst,"This position is located in the National Oceanic and Atmospheric Administration (NOAA), National Environmental Satellite, Data, and Information Service (NESDIS), Office of the Chief Financial Officer/Chief Administrative Officer (CFO/CAO), Mission Support Branch (MSB), with 1 vacancy in Boulder, CO; Fort Collins, CO; College Park, MD; Greenbelt, MD; Lanham, MD; Riverdale, MD; Silver Spring, MD; Suitland, MD; Stennis Space Center, MS; Asheville, NC; or Madison, WI.",usajobs,NESDIS-26-13003123-ST,National Oceanic and Atmospheric Administration,Multiple Locations,https://www.usajobs.gov:443/job/876298300,2026-07-14T00:00:00.0000,data analyst,data_science,
Public Health Analyst,"This position is located in the Department of Health & Human Services (HHS), Centers for Medicare & Medicaid Services (CMS), Center for Medicare (CM). As a Public Health Analyst, GS-0685-13, you will serve as an analyst, evaluating complex public health programs and policies, providing strategic analysis and recommendations to leadership, and supporting improvements to public health operations, products, services, and programs.",usajobs,CMS-CM-26-13002001-ST,Centers for Medicare & Medicaid Services,Multiple Locations,https://www.usajobs.gov:443/job/876426800,2026-07-15T00:00:00.0000,data analyst,data_science,business
Public Utilities Specialist (Settlement Analyst),"This position is located in the Transmission EIM Settlements (TSRE) organization in Commercial System Management group (TSR), Transmission Marketing and Sales (TS), Transmission Services (T), A successful candidate in the Public Utilities Specialist position will serve as a Settlements Analyst performing work to validate settlement values and construct shadow settlements, including managing disputes with either the California Independent System Operator (CAISO) or with BPA customers.",usajobs,26-BPA-52040-1-13006900-DE,Bonneville Power Administration,"Vancouver, Washington",https://www.usajobs.gov:443/job/876518100,2026-07-15T00:00:00.0000,data analyst,data_science,
SUPPLY SYSTEM ANALYST,"You will serve as a SUPPLY SYSTEM ANALYST in the Strategic Analysis Division (Code 510.2), Compliance and Strategic Analysis Division (Code 510), Supply Department (Code 500) of NORFOLK NAVAL SHIPYARD.",usajobs,ST-12993998-26-MLH,United States Fleet Forces Command,"Naval Shipyard, Portsmouth, Virginia",https://www.usajobs.gov:443/job/875682200,2026-07-09T00:00:00.0000,data analyst,data_science,cybersecurity
ADMINISTRATIVE/TECHNICAL SPECIALIST,"You will serve as an ADMINISTRATIVE/TECHNICAL SPECIALIST in the FINANCIAL MANAGEMENT BRANCH, BUSINESS OPERATIONS DIVISION, SENSORS WEAPONS AND LAUNCHERS DEPARTMENT of NAVAL SURFACE WARFARE CENTER PORT HUENEME DIVISION.",usajobs,ST-13003415-26-CJW,Naval Sea Systems Command,"Port Hueneme, California",https://www.usajobs.gov:443/job/876489200,2026-07-15T00:00:00.0000,data analyst,data_science,
Program Analyst,"About the Position: Serves as Program Analyst within Directorate of Public Works (DPW) with the responsibility for a variety of functions such as developing operating plans, coordinating funds and work authorizations; analyzing work progress; performing evaluative analyses of program objectives, policies, work operations, and progress; and providing technical guidance, recommendations, and information to Engineering personnel concerning business procedures and policies.",usajobs,IPA1-26-13007326 - MP,United States Army Installation Management Command,"Fort Wainwright, Alaska",https://www.usajobs.gov:443/job/876543400,2026-07-16T00:00:00.0000,data analyst,data_science,
Operations Research Analyst,"This is a Direct Hire Authority (DHA) solicitation utilizing the DHA for Certain Personnel of the DoD Workforce to recruit and appoint qualified candidates to positions in the competitive service. About the Position: Serve on a team of highly skilled and motivated professionals, and conduct strategic transportation/logistical analysis for senior Department of War (DoW) stakeholders using advanced modeling, simulation, and analytical tools.",usajobs,MCGT-26-12998806-DHA,ARMY TRANSPORTATION,"Scott AFB, Illinois",https://www.usajobs.gov:443/job/876694700,2026-07-16T10:59:51.9130,data analyst,data_science,
Program Analyst (Operations and Rotation Specialist),"This position is located in the Small Business Administration, Damage Verification Center (DVC).The incumbent supports the execution of SBA damage verification operations during disaster declarations and rotational assignments working in collaboration with Damage Verification Center Production Managers (PMs), administrative support staff and Field Centers to coordinate field activities and travel.",usajobs,DE-26- DVC-13005091,Small Business Administration,Multiple Locations,https://www.usajobs.gov:443/job/876793600,2026-07-16T10:23:23.2900,data analyst,data_science,
Program Analyst (Informatics),"This position is a full performance, non-supervisory role in the Veterans Health Administration (VHA), dedicated to advancing the quality, efficiency, and effectiveness of health care by implementing new technologies. The incumbent collaborates to integrate clinical and information processes systemwide within VHA. The role requires expertise or training in health science, allied scientific fields, or health informatics.",usajobs,CARX-13002138-26-DMW,Veterans Health Administration,"Ann Arbor, Michigan",https://www.usajobs.gov:443/job/875896800,2026-07-09T11:05:17.5030,data analyst,data_science,
Recent Graduate - Program Analyst,"For more information, click Pathways Programs, State Apprenticeship Programs, Other Apprenticeship Programs or Career One Stop. This is an appointment under the DOL Recent Graduates program. The program duration is one year. Upon successful completion of the program and at the agency's discretion, the appointee may be converted to a term or permanent position in the competitive service. This position is not remote. Selectee must report in person to the office in Washington, D.C.",usajobs,PW-26-BOS-OSHA-13007589-JSE,Occupational Safety and Health Administration,"Washington, District of Columbia",https://www.usajobs.gov:443/job/876660800,2026-07-20T00:00:00.0000,data analyst,data_science,
Senior Financial Analyst,"This position is located in Division of Decommissioning, Closure, Analysis, and Financial Oversight. This job opportunity announcement may be used to fill additional vacancies within the agency. The supervisor is Fred Miller. This position is subject to Confidential Financial Disclosure reporting requirements. This position is subject to security ownership restriction reporting requirements.",usajobs,IMP-13001098-26-TC,Nuclear Regulatory Commission,"Rockville, Maryland",https://www.usajobs.gov:443/job/875858100,2026-07-09T09:19:36.5030,data analyst,data_science,
Program Analyst,"This developmental position, located within the Specialty Care Service at the Veterans Health Care System of the Ozarks is a career ladder structure to the full performance level of, GS-0343-09. The primary purpose of this position is to evaluate documentation and metrics of specialty care services for the 110 providers within the service and to act as a primary GS-9 and backup GS-07 Contract Officer Representative for several of the Specialty Care contracts within the Service and Facility.",usajobs,CBST-13000091-26-TC,Veterans Health Administration,"Fayetteville, Arkansas",https://www.usajobs.gov:443/job/875407900,2026-07-08T00:00:00.0000,data analyst,data_science,
Interdisciplinary General Engineer/Operations Research Analyst,"This position is part of the Department of Defense (DoD), Missile Defense Agency (MDA). The incumbent will be responsible for serving as a Interdisciplinary General Engineer/ Operations Research Analyst for Directorate for Test. Salary Ranges are the following unless statutory/regulatory rates prevail. For Schriever AFB, CO Location: $91,870 to $142,022 (includes 20.15% locality)",usajobs,MDA-26-13001921-DH,Missile Defense Agency,"Colorado Springs, Colorado",https://www.usajobs.gov:443/job/875939700,2026-07-09T00:00:00.0000,data analyst,data_science,
Management Analyst,"""The Federal Law Enforcement Training Centers (FLETC), through strategic partnerships, prepares the federal law enforcement community to safeguard America's people, property, and institutions."" We are a unique inter-agency organization preparing the next generation of law enforcement officers to meet our Nation's most pressing security challenges."" Click here to learn more. A recruitment or relocation incentive may be authorized.",usajobs,FLETC-MRSD-26-13004849,Federal Law Enforcement Training Centers,"Glynco, Georgia",https://www.usajobs.gov:443/job/876284200,2026-07-15T00:00:00.0000,data analyst,data_science,
Senior Program Evaluation and Risk Analyst (CTAP Eligibles Only),?????? WHAT IS ENTERPRISE RISK MANAGEMENT? A description of the business units can be found at: https://www.jobs.irs.gov/about/who/business-divisions REVIEW THE ADDITIONAL INFORMATION BELOW FOR FURTHER DETAILS,usajobs,26-13014784B-RCN-0301-14,Internal Revenue Service,"Washington, District of Columbia",https://www.usajobs.gov:443/job/877252600,2026-07-20T14:47:06.1100,data analyst,data_science,
"Management & Program Analyst, GS-0343-09, FPL 12, (Direct Hire) Open- Continuous","This position is located in Federal Student Aid (FSA). FSA is a Principal Office of the United States Department of Education responsible for awarding billions of dollars in federal student aid funds. Our vision is to be the most trusted and reliable source of student financial aid, information, and services in the nation. Our core values include integrity, customer service, excellence, respect, stewardship, and teamwork.",usajobs,FSA-2026-0110,Federal Student Aid,Multiple Locations,https://www.usajobs.gov:443/job/873843000,2026-06-22T00:00:00.0000,data analyst,data_science,
Supervisory Social Science Analyst,"This position is located in the Department of Health and Human Services, Assistant Secretary for Planning and Evaluation, headquartered in Washington, District of Columbia This announcement will close at 11:59 PM, on the day that 50 applications have been received or on the closing date, whichever is first..",usajobs,HHS-ASPE-MP-26-12994713,Office of the Secretary of Health and Human Services,"Washington, District of Columbia",https://www.usajobs.gov:443/job/876365800,2026-07-16T00:00:00.0000,data analyst,data_science,
Logistics Management Specialist,See below for important information regarding this job.,usajobs,DLAEnergy-26-13007957-MP,Defense Logistics Agency,"Fort Belvoir, Virginia",https://www.usajobs.gov:443/job/876761300,2026-07-16T08:29:26.6000,data analyst,data_science,
OPERATIONS RESEARCH ANALYST,"The PALACE Acquire Program offers you a permanent position upon completion of your formal training plan. As a Palace Acquire Intern you will experience both personal and professional growth while dealing effectively and ethically with change, complexity, and problem solving. The program offers a 3-year formal training plan with yearly salary increases. Promotions and salary increases are based upon your successful performance and supervisory approval.",usajobs,K-26-DHA-12806468-GAA,Air Force Civilian Career Training,Multiple Locations,https://www.usajobs.gov:443/job/846734800,2025-09-29T00:00:00.0000,data analyst,data_science,
Budget Analyst,"This position serves as a Budget Analyst in the Justice Management Division, Budget Staff, Legal Activities Group or Law Enforcement and Corrections Group located in Washington, DC. The Budget Staff has principal departmental responsibility for the development and execution of Department-wide program budget operations; planning of program budget review efforts throughout the Department, performance and efficiency; and Department-wide fund controls.",usajobs,JMD-BS-26-13007519-DE,"Offices, Boards and Divisions","Washington, District of Columbia",https://www.usajobs.gov:443/job/876969300,2026-07-20T00:00:00.0000,data analyst,data_science,
BUDGET ANALYST,"This position is part of the Air Force Elements, U.S. Transportation Command, Transportation Command.",usajobs,USTC-26-13001085-DH,"Air Force Elements, U.S. Transportation Command","Scott AFB, Illinois",https://www.usajobs.gov:443/job/875666400,2026-07-08T08:58:35.9300,data analyst,data_science,
Budget Analyst,"The Department of Energy (DOE), Office of Inspector General is currently looking for a Budget Analyst in the Budget and Contracting Division. Join our professional team of auditors, criminal investigators, and inspectors who help support DOE's mission through performance and financial audits, inspections of management issues and administrative allegations, and investigations into alleged violations of law.",usajobs,26-IG-13003488-MP-LO,Department of Energy - Agency Wide,"Richland, Washington",https://www.usajobs.gov:443/job/877109900,2026-07-20T00:00:00.0000,data analyst,data_science,
Program Analyst,"This position is located at the Fort Custer National Cemetery in Augusta, Michigan.",usajobs,RP-26-AB-13006508-909,National Cemetery Administration,"Augusta, Michigan",https://www.usajobs.gov:443/job/876424700,2026-07-14T11:45:09.8970,data analyst,data_science,
Supervisory Program Analyst,"The Supervisory Program Analyst position is at the Loma Linda VA Medical Center in the Health Administration Service (HAS). The primary purpose is to serve as the VA Loma Linda Compliance and Patient Scheduling Access Manager and is responsible for complete oversight and guidance of all clinical administrative services regarding planning, implementation and continued maintenance of the VHA compliance and directives for patient access to healthcare.",usajobs,CBSX-13002557-26-AP,Veterans Health Administration,"Loma Linda, California",https://www.usajobs.gov:443/job/875971200,2026-07-11T00:00:00.0000,data analyst,data_science,cybersecurity
Supervisory Program Analyst (AM&E),This position is part of the Defense Security Cooperation Agency.,usajobs,DSCA-26-13005399-MP,Defense Security Cooperation Agency,"Arlington, Virginia",https://www.usajobs.gov:443/job/876642300,2026-07-15T12:42:57.5500,data analyst,data_science,
Supervisory Project Analyst,"WHAT IS DATA AND ANALYTICS? A description of the business units can be found at: https://www.jobs.irs.gov/about/who/business-divisions Position(s) are to be filled in following area(s): DAO - Statistics of Income This job (or announcement) is open to current permanent IRS competitive service employees in Research, Applied Analytics, and Statistics business units. REVIEW THE ADDITIONAL INFORMATION BELOW FOR FURTHER DETAILS",usajobs,26-13002022M-RAM-0301-1,Internal Revenue Service,Multiple Locations,https://www.usajobs.gov:443/job/876610400,2026-07-16T00:00:00.0000,data analyst,data_science,data_science
Management and Program Analyst,"This position is located in the Department of Health and Human Services, Health Resources and Services Administration, headquartered in Rockville, Maryland. This announcement will close at 11:59 PM, on the day that 100 applications have been received or the closing date of the announcement, whichever comes first.",usajobs,HHS-HRSA-IMP-26-12979807,Health Resources and Services Administration,"Rockville, Maryland",https://www.usajobs.gov:443/job/876770500,2026-07-20T13:56:41.8000,data analyst,data_science,
Administrative Officer,"The Administrative Officer provides direct staff support to the top management team responsible for planning, organization, development, direction and evaluation of Business Office Service at Southern Oregon Rehabilitation Center & Clinics (VA SORCC); including full staff assistance in administrative matters relating to patient concerns, budgets, staff scheduling, data management, space utilization and management, and operations.",usajobs,CBSV-13005566-26-AB,Veterans Health Administration,"White City, Oregon",https://www.usajobs.gov:443/job/877214400,2026-07-20T12:33:57.0200,data analyst,data_science,
"Management and Program Analyst (Legislative Strategy, Development & Implementation)","This position is in Education Service (EDU). The program encompasses department-wide responsibility for activities relating to the Post-9/11 GI Bill (CH33), the Montgomery GI Bill Active Duty (MGIB), the GI Bill-Selected Reserve (MGIB-SR), Survivors' and Dependents' Educational Assistance Program (DEA), and Work-Study Program. The Strategy, Legislative Development and Implementation team is responsible for developing effective long-term strategies related to education benefits.",usajobs,101-EDU-13003505-26-LC-BU,Veterans Benefits Administration,"Washington, District of Columbia",https://www.usajobs.gov:443/job/876123600,2026-07-13T00:00:00.0000,data analyst,data_science,
Program Analyst,About the Position: This position serves as a Program Analyst for the USSOUTHCOM Strategy Coordination Cell (SC2).,usajobs,SDSE-26-13001171-MP,Joint Activities,"Miami, Florida",https://www.usajobs.gov:443/job/875801900,2026-07-08T16:33:54.1030,data analyst,data_science,
Program Specialist,"The Program Specialist serves as an expert resource for matters related to informatics, Computerized Patient Record System (CPRS), Primary Care Management Module (PCMM), workload accountability and capture, spreadsheet and graphic software used for managerial or clinical purposes, financial budget management. The Program Specialist will be working at the San Francisco Veteran Affairs Medical Center, Ambulatory Care Service.",usajobs,CBSW-12999793-26-FB,Veterans Health Administration,"San Francisco, California",https://www.usajobs.gov:443/job/875586000,2026-07-07T14:40:53.0170,data analyst,data_science,business
Supervisory Management and Program Analyst,WHAT IS FMSS - Facilities Management and Security Services? A description of the business units can be found at: https://www.jobs.irs.gov/about/who/business-divisions Position(s) are to be filled in following area(s): FMSS - Logistics This job (or announcement) is open to current permanent IRS competitive service employees in FMSS - Facilities Management and Security Services business units. REVIEW THE ADDITIONAL INFORMATION BELOW FOR FURTHER DETAILS,usajobs,26-12997301B-FMM-0343-04,Internal Revenue Service,Multiple Locations,https://www.usajobs.gov:443/job/875498500,2026-07-09T00:00:00.0000,data analyst,data_science,
Operations Research Analyst,"About the Position: Serve on a team of highly skilled and motivated professionals, and conduct strategic transportation/logistical analysis for senior Department of War (DoW) stakeholders using advanced modeling, simulation, and analytical tools.",usajobs,MCGT-26-12998904-MP,ARMY TRANSPORTATION,"Scott AFB, Illinois",https://www.usajobs.gov:443/job/876695100,2026-07-16T10:58:45.6130,data analyst,data_science,
Management and Program Analyst (Technology Innovation),"This position is located with Bonneville Power Administration (BPA), in the Technology Innovation (JAT) organization of the Information Chief of Staff (JA), Chief Information Office (J). A successful candidate in the Management and Program Analyst (Technology Innovation) position will serve as a senior management analyst supporting project management, process improvement efforts, and complex analyses.",usajobs,26-BPA-51951-13003006-MP,Bonneville Power Administration,"Portland, Oregon",https://www.usajobs.gov:443/job/875943700,2026-07-10T00:00:00.0000,data analyst,data_science,business
Program Analyst,"This position is part of the Department of Defense (DoD), Missile Defense Agency (MDA). The incumbent will be responsible for serving as a Program Analyst for Acquisition and Sustainment. This position is part of a planned Transfer of Function (TOF) from the Missile Defense Agency to the Department of the Army. This action is projected to be effective on or about October 1, 2026.",usajobs,MDA-26-13005570-DH,Missile Defense Agency,"Redstone Arsenal, Alabama",https://www.usajobs.gov:443/job/876664400,2026-07-15T13:58:14.3900,data analyst,data_science,
